"Date","Price","Open","High","Low","Vol.","Change %"
"05/01/1993","1.9755","1.9400","1.9825","1.9400","","2.23%"
"04/01/1993","1.9325","1.8600","1.9505","1.8400","","3.48%"
"03/01/1993","1.8675","1.7800","1.8675","1.7800","","4.10%"
"02/01/1993","1.7940","1.6900","1.7940","1.6900","","5.65%"
"01/01/1993","1.6980","1.6300","1.7100","1.6300","","4.01%"
"12/01/1992","1.6325","1.6100","1.6745","1.5800","","1.43%"
"11/01/1992","1.6095","1.5800","1.6365","1.5800","","1.58%"
"10/01/1992","1.5845","1.4700","1.6015","1.4700","","7.24%"
"09/01/1992","1.4775","1.2800","1.4845","1.2800","","14.36%"
"08/01/1992","1.2920","1.2400","1.3040","1.2400","","4.49%"
"07/01/1992","1.2365","1.1800","1.2675","1.1800","","4.17%"
"06/01/1992","1.1870","1.1300","1.2080","1.1300","","4.90%"
"05/01/1992","1.1315","1.1400","1.2625","1.0500","","8.02%"
"04/01/1992","1.0475","1.0450","1.0635","0.9400","","10.21%"
"03/01/1992","0.9505","0.9480","0.9695","0.9300","","-0.63%"
"02/01/1992","0.9565","0.9530","1.0035","0.9500","","-2.05%"
"01/01/1992","0.9765","0.9750","1.0265","0.9280","","-0.61%"
"12/01/1991","0.9825","0.9800","1.0355","0.9650","","-4.01%"
"11/01/1991","1.0235","1.0220","1.0955","0.9400","","7.23%"
"10/01/1991","0.9545","0.9520","0.9835","0.8200","","15.56%"
